message_id,channel_id,user_id,timestamp,text,sentiment_emotion,confidence,polarity_score
353994,2388099820,tg_1714166353,2026-09-17 12:56:46,Nahi mila kya,negative:neutral,0.39195472,-0.39195472
353993,2388099820,tg_300860929,2026-09-17 12:56:08,User 1095261624 changed username from nkh110207 to namanshriii,neutral:neutral,0.89412665,0.0
353992,2388099820,tg_300860929,2026-09-17 12:56:08,User 1095261624 changed name from mavicks to Naman,neutral:neutral,0.874091,0.0
353991,2388099820,tg_1095261624,2026-09-17 12:56:07,"hey guys, need guidance on sociology optional. Which would be the best resource to complete this optional?",neutral:curiosity,0.8808684,0.0
353990,2388099820,tg_8772259189,2026-09-17 12:49:52,Yep,positive:neutral,0.47192448,0.47192448
353989,2388099820,tg_1545468301,2026-09-17 12:24:15,Anyone have science and technology lectures of sarthi ias,neutral:neutral,0.88578844,0.0
353988,2388099820,tg_1469456078,2026-09-17 12:23:48,English,neutral:neutral,0.7680762,0.0
353987,2388099820,tg_300860929,2026-09-17 12:23:27,User 1706817850 changed name from ㅤKꫝʀᴛɪ፝֟ᴋㅤᥫ᭡፝֟፝֟ to .кαятнιк,neutral:neutral,0.88036066,0.0
353986,2388099820,tg_1706817850,2026-09-17 12:23:26,Medium?,neutral:neutral,0.8609201,0.0
353985,2388099820,tg_1469456078,2026-09-17 12:22:22,Which coaching,neutral:neutral,0.6835234,0.0
353984,2388099820,tg_6319333994,2026-09-17 12:15:38,"🇮🇳 Hindustan Aeronautics Limited (HAL) will hand over Light Combat Aircraft (LCA) Tejas Final Operational Clearance (FOC) Twin Seater Trainers & HTT 40 Basic Trainer Aircraft to the Indian Air Force (IAF) and Dhruv Next Generation (NG) helicopters to Pawan Hans Limited (PHL) in the presence of Raksha Mantri Shri Rajnath Singh and Minister of Civil Aviation Shri K Rammohan Naidu in Bengaluru, Karnataka on September 18, 2026.",neutral:neutral,0.93196803,0.0
353982,2388099820,tg_8046793455,2026-09-17 11:22:17,,unprocessed,0.0,0.0
353981,2388099820,tg_2078779632,2026-09-17 11:21:39,Yes buy from mudit jain,neutral:neutral,0.6980729,0.0
353980,2388099820,tg_1470894462,2026-09-17 11:21:28,Mudit bhai ka msg nhi padha,negative:neutral,0.36669365,-0.36669365
353979,2388099820,tg_1470894462,2026-09-17 11:21:10,Iit from. Kanpur🌚🌚,neutral:neutral,0.899698,0.0
353978,2388099820,tg_1141293208,2026-09-17 11:20:47,Does anybody have advanced ethics course of mudit jain ... started in 14 th sep..,neutral:curiosity,0.93286526,0.0
353977,2388099820,tg_2078779632,2026-09-17 11:20:41,,unprocessed,0.0,0.0
353976,2388099820,tg_1470894462,2026-09-17 11:20:00,Hackers entered the chat🌚🌚,negative:neutral,0.6160947,-0.6160947
353975,2388099820,tg_8046793455,2026-09-17 11:19:39,,unprocessed,0.0,0.0
353974,2388099820,tg_1470894462,2026-09-17 11:19:22,,unprocessed,0.0,0.0
353973,2388099820,tg_2078779632,2026-09-17 11:19:09,,unprocessed,0.0,0.0
353972,2388099820,tg_8046793455,2026-09-17 11:18:32,🤣,neutral:neutral,0.5446637,0.0
353971,2388099820,tg_8046793455,2026-09-17 11:18:23,Aao aao tumhari hi kami thi,neutral:neutral,0.71481764,0.0
353970,2388099820,tg_8046793455,2026-09-17 11:17:23,his/ her 🤣,neutral:neutral,0.75367934,0.0
353969,2388099820,tg_8715503547,2026-09-17 11:16:57,"It's ""his"" choice",neutral:neutral,0.7072483,0.0
353968,2388099820,tg_8046793455,2026-09-17 11:14:47,Jo bhi issue ho pr 🤣 gender change kyu krnaaa hai,negative:neutral,0.4845285,-0.4845285
353967,2388099820,tg_7679503985,2026-09-17 11:11:50,Sorry but you can't say to someone in this language it's my choice what I do due to some issue,negative:remorse,0.7075284,-0.7075284
353966,2388099820,tg_8046793455,2026-09-17 11:07:46,Pehli baat to tum ladki jo bne ho ladka bn jao again,neutral:neutral,0.78632146,0.0
353965,2388099820,tg_1307975610,2026-09-17 11:07:44,Pt 365 hai kisi ke pass,negative:neutral,0.41229272,-0.41229272
353962,2388099820,tg_7679503985,2026-09-17 10:57:44,"Hello I want to take anthropology for upsc optional but I saw many teachers demo classes like karandeep sir sudhir sir  I found they mainly focuses explanation in english but I want hindi more so I could be  familer more with the subject so which teacher I should go for 
 anybody known then tell",neutral:neutral,0.6839626,0.0
353961,2388099820,tg_1059886617,2026-09-17 10:51:15,Vajiram,neutral:neutral,0.69122964,0.0
353960,2388099820,tg_1059886617,2026-09-17 10:51:12,No I need,neutral:neutral,0.6423608,0.0
353959,2388099820,tg_8046793455,2026-09-17 10:50:44,Mathocrat hei,neutral:neutral,0.77494705,0.0
353958,2388099820,tg_6319333994,2026-09-17 10:49:57,❌ This command must be used as a reply to a message.,neutral:neutral,0.9386346,0.0
353956,2388099820,tg_1059886617,2026-09-17 10:48:34,Can anyone have vajiram maths optional,neutral:curiosity,0.8662542,0.0
353955,2388099820,tg_8046793455,2026-09-17 10:46:32,Buy on telegram nd enjoy watching the content,positive:joy,0.6569239,0.6569239
353954,2388099820,tg_1469456078,2026-09-17 10:41:17,Hi like I m very new to upsc and wanan do online prep so ? Whats good platform anyone ?,neutral:curiosity,0.7871446,0.0
353953,2388099820,tg_8046793455,2026-09-17 10:17:31,Dm krdo,neutral:neutral,0.8280421,0.0
353952,2388099820,tg_8915466995,2026-09-17 10:15:00,Yr anyone who is not beginner nd giving mocks..msz me,neutral:neutral,0.76344675,0.0
353951,2388099820,tg_5665928604,2026-09-17 10:00:51,Manikant sir history,positive:neutral,0.6204315,0.6204315
353950,2388099820,tg_8523757378,2026-09-17 09:59:23,"Pubad hai forum ka mere paas 

Foundation or pyq course",negative:neutral,0.56429315,-0.56429315
353949,2388099820,tg_300860929,2026-09-17 09:34:50,User 7938550565 changed name from Gajendra Singh Bhati to Heisenberg,neutral:neutral,0.9145724,0.0
353946,2388099820,tg_6319333994,2026-09-17 08:47:40,"🇮🇳 India reacts to US bill passage that sanctions those importing energy from Russia

India remains firmly committed to ensuring energy security for its 1.4 billion people. It will continue to do so through diversified sourcing & on the basis of evolving market dynamics""",neutral:approval,0.7514822,0.0
353945,2388099820,tg_6319333994,2026-09-17 08:44:27,❌ This command must be used as a reply to a message.,neutral:neutral,0.9386346,0.0
353944,2388099820,tg_300860929,2026-09-17 08:44:25,User 1185536389 changed username from - to strawberryoats,neutral:neutral,0.89836943,0.0
353942,2388099820,tg_6319333994,2026-09-17 08:43:12,"🚫 Banned: .
👤 ID: 8860315999
⏳ Duration: permanent
👮 Admin: Ravi Chauhan❤🧿💀",neutral:neutral,0.5653159,0.0
353941,2388099820,tg_300860929,2026-09-17 08:43:12,User 8860315999 changed name from . to King,neutral:neutral,0.8876017,0.0
353940,2388099820,tg_1470894462,2026-09-17 08:43:07,/dban,neutral:neutral,0.7415946,0.0
353938,2388099820,tg_8046793455,2026-09-17 08:26:51,Abhi tak toh tumpe thaa sab,negative:neutral,0.37810606,-0.37810606
353937,2388099820,tg_1714166353,2026-09-17 08:26:11,Mural sir pcb 16 notes hai,neutral:neutral,0.47850817,0.0
353933,2388099820,tg_1142218165,2026-09-17 07:53:34,Anyone have plz send me,neutral:neutral,0.8017853,0.0
353932,2388099820,tg_1142218165,2026-09-17 07:52:42,Economics notes Dr.komal sahai and mrunal Patel,neutral:neutral,0.90339357,0.0
353931,2388099820,tg_1142218165,2026-09-17 07:48:53,?,neutral:neutral,0.6344217,0.0
353930,2388099820,tg_300860929,2026-09-17 07:05:47,User 8824405306 changed name from Ankita to A,neutral:neutral,0.8933987,0.0
353929,2388099820,tg_-1004336888423,2026-09-17 07:03:30,https://t.me/+h3HiP7TwVFVkNTk9,neutral:neutral,0.7081472,0.0
353926,2388099820,tg_-1004336888423,2026-09-17 05:42:27,Forum Foundation kisi ne le rkha hai official if yesss to dm kro @Rogeron7,neutral:neutral,0.51177156,0.0
353925,2388099820,tg_-1004336888423,2026-09-17 05:40:49,GSFP 2027 LOT 01 Economy 1 Soft Copy Question Paper PDF.pdf,neutral:neutral,0.9153452,0.0
353924,2388099820,tg_-1004336888423,2026-09-17 05:40:49,GSFP 2027 LOT 01 Economy 1 Soft Copy Solution PDF.pdf,neutral:neutral,0.90102404,0.0
353923,2388099820,tg_-1004336888423,2026-09-17 05:40:48,GSFP 2027 LOT 01 Economy 1 Soft Copy Question Paper PDF.pdf,neutral:neutral,0.9153452,0.0
353922,2388099820,tg_-1004336888423,2026-09-17 05:40:48,Class-PPT-3-77b052bf - PDF.pdf,neutral:neutral,0.80496323,0.0
353921,2388099820,tg_-1004336888423,2026-09-17 05:28:54,Dm to enroll @Rogeron7,neutral:neutral,0.8449489,0.0
353920,2388099820,tg_-1004336888423,2026-09-17 05:27:29,,unprocessed,0.0,0.0
353919,2388099820,tg_6319333994,2026-09-17 05:26:03,"🔇 Muted: FOMO
🆔 Username: @fomo_20041
👤 ID: 8038905295
⏳ Duration: permanent
📝 Reason: 🔕
👮 Admin: Maverick",neutral:neutral,0.76107925,0.0
353917,2388099820,tg_8046793455,2026-09-17 05:25:59,/mute 🔕,neutral:neutral,0.8670507,0.0
353916,2388099820,tg_300860929,2026-09-17 05:16:03,User 8923701902 changed name from V.R to .,neutral:neutral,0.92067665,0.0
353915,2388099820,tg_8038905295,2026-09-17 05:14:45,Anyone have geography optional from pw pranjal sir,neutral:neutral,0.92760646,0.0
353914,2388099820,tg_6319333994,2026-09-17 05:03:02,"PM Modi will inaugurate SEMICON India 2026 at Yashobhoomi Convention Centre in Delhi today. The PM will also address the gathering on the occasion.

The three-day conference and exhibition, being held from 17 to 19 September 2026, is organised on the theme ‘Silicon to Systems: Building the Ecosystem’. It will bring together global and Indian companies, policymakers, investors, researchers, start-ups, academic institutions and students from across the semiconductor and electronics value chain.",positive:neutral,0.5969727,0.5969727
353913,2388099820,tg_6319333994,2026-09-17 04:05:43,"In a joint intelligence-based operation during the intervening night of 16/17 Sep, two terrorists were neutralised in Brattal, Udhampur. The operation is still in progress, with search and surveillance operations continuing in the area.""",neutral:neutral,0.91122717,0.0
353912,2388099820,tg_-1004336888423,2026-09-17 04:02:08,Dm fast ⏩,neutral:neutral,0.78212804,0.0
353911,2388099820,tg_-1004336888423,2026-09-17 03:50:54,400 done dm @Rogeron7,neutral:neutral,0.7295195,0.0
353910,2388099820,tg_-1004336888423,2026-09-17 03:50:17,Dm to enroll @Rogeron7,neutral:neutral,0.8449489,0.0
353909,2388099820,tg_8046793455,2026-09-17 03:50:06,Dm to enroll @Rogeron7,neutral:neutral,0.8449489,0.0
353908,2388099820,tg_-1004336888423,2026-09-17 03:48:55,Jinhe lena hoga whi vote krna baki koi mt karnaa,neutral:neutral,0.3517652,0.0
353907,2388099820,tg_-1004336888423,2026-09-17 03:41:34,,unprocessed,0.0,0.0
353905,2388099820,tg_607621128,2026-09-17 03:11:49,Go to the nearest police station women helpdesk,neutral:neutral,0.7425627,0.0
353903,2388099820,tg_6319333994,2026-09-17 03:03:39,"🇺🇸 The US Congress has passed the sweeping sanctions bill targeting Russia and Iran, officially named the Lindsey O Graham Sanctioning Russia and Iran Act of 2026, with a 262-159 vote in the House. 

The bill now sits on President Trump’s desk, with his signature anticipated in the days ahead.",neutral:neutral,0.6922179,0.0
353901,2388099820,tg_8046793455,2026-09-17 02:10:59,,unprocessed,0.0,0.0
353900,2388099820,tg_8046793455,2026-09-16 20:32:37,,unprocessed,0.0,0.0
353899,2388099820,tg_8046793455,2026-09-16 20:32:18,All dead 🪾,negative:sadness,0.6726804,-0.6726804
353898,2388099820,tg_300860929,2026-09-16 20:32:11,User 8824405306 changed name from A to Ankita,neutral:neutral,0.8974999,0.0
353897,2388099820,tg_7720539843,2026-09-16 20:27:36,Hy any aspirant alivee,neutral:neutral,0.8094597,0.0
353886,2388099820,tg_-1004336888423,2026-09-16 18:42:03,Happy Birthday PM Modi.,positive:excitement,0.9822104,0.9822104
353878,2388099820,tg_-1004336888423,2026-09-16 17:50:30,"01. Economy Class 01 | 15 Sep 2026

Batch : Basava Uppin Sir Economics Module 2027 (Prelims+Mains)

Dm to enroll @Rogeron7",neutral:neutral,0.91825986,0.0
353870,2388099820,tg_-1004336888423,2026-09-16 17:40:07,Only 400 today for 10 aspirant,neutral:neutral,0.8869581,0.0
353862,2388099820,tg_-1004336888423,2026-09-16 15:00:21,10 people needed dm for contribution,neutral:neutral,0.88855255,0.0
353853,2388099820,tg_-1004336888423,2026-09-16 14:25:17,"BASAVA SIR — ECONOMICS COMPREHENSIVE BATCH 2027
🎯 Focus: UPSC Prelims + Mains 2027 
📅 Start Date: 15 September 2026 

✨ What You Get: 
🎥 Complete Video Lectures 
📄 PDFs & Study Material 
📊 All PPTs 
🧠 Learning Outcomes TesT
📚 Comprehensive Coverage for Pre + Mains
Message to Join : @Rogeron7",neutral:neutral,0.8680254,0.0
353802,2388099820,tg_-1004336888423,2026-09-16 09:08:37,"01. Samachar Manthan Week 05 CA Compilation 25 April- 01 May 2026
Dm .to join @Rogeron7",neutral:neutral,0.93945384,0.0
353801,2388099820,tg_-1004336888423,2026-09-16 08:59:48,,unprocessed,0.0,0.0
353800,2388099820,tg_-1004336888423,2026-09-16 08:55:43,"Message to join @Rogeron7
All materials at one place at minimal price",neutral:neutral,0.784386,0.0
353788,2388099820,tg_-1004336888423,2026-09-16 08:14:49,https://t.me/+XhI5r0yd-YwzNGY1,neutral:neutral,0.7359354,0.0
353701,2388099820,tg_-1004336888423,2026-09-16 06:53:59,Samachar Manthan Ca available dm to enroll @Rogeron7,neutral:neutral,0.87271833,0.0
353638,2388099820,tg_-1004336888423,2026-09-15 18:17:02,"Dipin Sir Ca updated ✅📤 
Message to join @Rogeron7",neutral:neutral,0.8154543,0.0
353588,2388099820,tg_-1004336888423,2026-09-15 11:47:07,,unprocessed,0.0,0.0
353587,2388099820,tg_-1004336888423,2026-09-15 11:47:07,,unprocessed,0.0,0.0
353570,2388099820,tg_-1004336888423,2026-09-15 09:50:22,"01. Modern History Class 1&2 | 14th Sept
Dm.to join. @Rogeron7",neutral:neutral,0.92330366,0.0
353569,2388099820,tg_-1004336888423,2026-09-15 09:50:22,GSAP-Handout-–-1-e9076cfa_8261.pdf,neutral:neutral,0.84154946,0.0
353568,2388099820,tg_-1004336888423,2026-09-15 09:39:44,"Gsap Forum Ias 
Class updated ✅📤 
Dm to enroll @Rogeron7",neutral:neutral,0.8313816,0.0
353510,2388099820,tg_-1004336888423,2026-09-15 01:03:30,,unprocessed,0.0,0.0
353509,2388099820,tg_-1004336888423,2026-09-15 01:03:29,,unprocessed,0.0,0.0
353508,2388099820,tg_-1004336888423,2026-09-15 01:03:29,,unprocessed,0.0,0.0
353507,2388099820,tg_-1004336888423,2026-09-15 01:03:28,,unprocessed,0.0,0.0
353506,2388099820,tg_-1004336888423,2026-09-15 01:03:28,,unprocessed,0.0,0.0
353505,2388099820,tg_-1004336888423,2026-09-15 01:03:27,,unprocessed,0.0,0.0
353504,2388099820,tg_-1004336888423,2026-09-15 01:03:27,,unprocessed,0.0,0.0
353503,2388099820,tg_-1004336888423,2026-09-15 01:03:26,,unprocessed,0.0,0.0
353502,2388099820,tg_-1004336888423,2026-09-15 01:03:26,,unprocessed,0.0,0.0
353501,2388099820,tg_-1004336888423,2026-09-15 01:03:25,,unprocessed,0.0,0.0
353500,2388099820,tg_-1004336888423,2026-09-15 01:03:24,,unprocessed,0.0,0.0
353499,2388099820,tg_-1004336888423,2026-09-15 01:03:24,,unprocessed,0.0,0.0
353498,2388099820,tg_-1004336888423,2026-09-15 01:03:23,,unprocessed,0.0,0.0
353497,2388099820,tg_-1004336888423,2026-09-15 01:03:23,,unprocessed,0.0,0.0
353496,2388099820,tg_-1004336888423,2026-09-15 01:03:22,,unprocessed,0.0,0.0
353495,2388099820,tg_-1004336888423,2026-09-15 01:03:22,,unprocessed,0.0,0.0
353494,2388099820,tg_-1004336888423,2026-09-15 01:03:21,,unprocessed,0.0,0.0
353493,2388099820,tg_-1004336888423,2026-09-15 01:03:20,,unprocessed,0.0,0.0
353492,2388099820,tg_-1004336888423,2026-09-15 01:03:20,,unprocessed,0.0,0.0
353491,2388099820,tg_-1004336888423,2026-09-15 01:03:19,,unprocessed,0.0,0.0
353490,2388099820,tg_-1004336888423,2026-09-15 01:03:19,,unprocessed,0.0,0.0
353489,2388099820,tg_-1004336888423,2026-09-15 01:03:18,,unprocessed,0.0,0.0
353488,2388099820,tg_-1004336888423,2026-09-15 01:03:18,,unprocessed,0.0,0.0
353487,2388099820,tg_-1004336888423,2026-09-15 01:03:17,,unprocessed,0.0,0.0
353486,2388099820,tg_-1004336888423,2026-09-15 01:03:17,,unprocessed,0.0,0.0
353485,2388099820,tg_-1004336888423,2026-09-15 01:03:16,,unprocessed,0.0,0.0
353484,2388099820,tg_-1004336888423,2026-09-15 01:03:15,,unprocessed,0.0,0.0
353483,2388099820,tg_-1004336888423,2026-09-15 01:03:15,,unprocessed,0.0,0.0
353281,2388099820,tg_-1004336888423,2026-09-14 04:32:07,https://t.me/+a4wRB34p-CJiNWJl,neutral:neutral,0.7536863,0.0
353219,2388099820,tg_-1004336888423,2026-09-13 18:48:26,https://t.me/+K40SoQdVKwU0NWNl,neutral:neutral,0.73626167,0.0
353158,2388099820,tg_-1004336888423,2026-09-13 15:06:51,"Satvik bhan ca updated ✅
Lifetime validity no copyright 

Dm to join  @Rogeron7",neutral:neutral,0.76315624,0.0
353080,2388099820,tg_-1004336888423,2026-09-12 23:08:28,Kuch yaad aaya cartoon se?,neutral:neutral,0.8364961,0.0
352989,2388099820,tg_-1004336888423,2026-09-12 13:10:19,"Smash pyq 2027 available 
Message to join @Rogeron7",neutral:neutral,0.81792057,0.0
352815,2388099820,tg_-1004336888423,2026-09-11 14:16:05,UPSC Mains Geography PYQ syllabus-wise 2013-2026,neutral:neutral,0.942389,0.0
352814,2388099820,tg_-1004336888423,2026-09-11 14:16:04,UPSC Mains Society PYQ syllabus-wise 2013-2026,neutral:neutral,0.93759596,0.0
352813,2388099820,tg_-1004336888423,2026-09-11 14:16:03,UPSC Mains History PYQ syllabus-wise 2013-2026,neutral:neutral,0.94352204,0.0
352812,2388099820,tg_-1004336888423,2026-09-11 14:16:03,,unprocessed,0.0,0.0
352810,2388099820,tg_-1004336888423,2026-09-11 14:02:52,,unprocessed,0.0,0.0
352809,2388099820,tg_-1004336888423,2026-09-11 14:02:51,,unprocessed,0.0,0.0
352808,2388099820,tg_-1004336888423,2026-09-11 14:02:50,,unprocessed,0.0,0.0
352807,2388099820,tg_-1004336888423,2026-09-11 14:02:50,,unprocessed,0.0,0.0
352806,2388099820,tg_-1004336888423,2026-09-11 14:02:49,,unprocessed,0.0,0.0
352805,2388099820,tg_-1004336888423,2026-09-11 14:02:49,,unprocessed,0.0,0.0
352804,2388099820,tg_-1004336888423,2026-09-11 14:02:48,,unprocessed,0.0,0.0
352803,2388099820,tg_-1004336888423,2026-09-11 14:02:48,,unprocessed,0.0,0.0
352802,2388099820,tg_-1004336888423,2026-09-11 14:02:47,,unprocessed,0.0,0.0
352801,2388099820,tg_-1004336888423,2026-09-11 14:02:47,,unprocessed,0.0,0.0
352800,2388099820,tg_-1004336888423,2026-09-11 14:02:46,,unprocessed,0.0,0.0
352799,2388099820,tg_-1004336888423,2026-09-11 14:02:46,,unprocessed,0.0,0.0
352798,2388099820,tg_-1004336888423,2026-09-11 14:02:45,,unprocessed,0.0,0.0
352797,2388099820,tg_-1004336888423,2026-09-11 14:02:44,,unprocessed,0.0,0.0
352796,2388099820,tg_-1004336888423,2026-09-11 14:02:44,,unprocessed,0.0,0.0
352795,2388099820,tg_-1004336888423,2026-09-11 14:02:43,,unprocessed,0.0,0.0
352794,2388099820,tg_-1004336888423,2026-09-11 14:02:43,,unprocessed,0.0,0.0
